หลักทรัพย์,บริษัท,ตลาด,กลุ่มอุตสาหกรรม,หมวดธุรกิจ,ที่อยู่,รหัสไปรษณีย์,โทรศัพท์,โทรสาร,เว๊บไซต์
PRG,บริษัท พี อาร์ จี คอร์ปอเรชั่น จำกัด (มหาชน),SET,เกษตรและอุตสาหกรรมอาหาร,อาหารและเครื่องดื่ม,88 หมู่ที่ 2 ถนนติวานนท์ อำเภอเมือง ปทุมธานี,12000,0-2501-2021,0-2501-2182,www.patumrice.co.th
PRIME,บริษัท ไพร์ม โรด เพาเวอร์ จำกัด (มหาชน),SET,ทรัพยากร,พลังงานและสาธารณูปโภค,เลขที่ 1 อาคารทีพีแอนด์ที ชั้น 22 ซอยวิภาวดีรังสิต19 ถนนวิภาวดีรังสิต แขวงจตุจักร เขตจตุจักร กทม.,10900,0-2105-8686,0-2257-7006,www.primeroadpower.com
PRIN,บริษัท ปริญสิริ จำกัด (มหาชน),SET,อสังหาริมทรัพย์และก่อสร้าง,พัฒนาอสังหาริมทรัพย์,246 ถนนวัชรพล แขวงท่าแร้ง เขตบางเขน กทม.,10220,0-2022-8988,-,http://www.prinsiri.com
PRINC,บริษัท พริ้นซิเพิล แคปิตอล จำกัด (มหาชน),SET,บริการ,การแพทย์,เลขที่ 29 ชั้น 23 อาคารบางกอก บิสซิเนสเซ็นเตอร์ ถนนสุขุมวิท 63 แขวงคลองตันเหนือ เขตวัฒนา กทม.,10110,0-2714-2171-3,0-2714-2185,www.principalcapital.co.th
PRM,บริษัท พริมา มารีน จำกัด (มหาชน),SET,บริการ,ขนส่งและโลจิสติกส์,เลขที่ 80 ซอยบางนา-ตราด 30 แขวงบางนาใต้ เขตบางนา กทม.,10260,0-2016-0190-4,0-2016-0199,www.primamarine.co.th
PRO,บริษัท โปรเฟสชั่นแนล เวสต์ เทคโนโลยี (1999) จำกัด (มหาชน),SET,บริการ,บริการเฉพาะกิจ,1184/38-39 ซอยพหลโยธิน 32 ถนนพหลโยธิน แขวงจันทรเกษม เขตจตุจักร กทม.,10900,0-2942-9480-2,0-2561-0591,www.prowaste.co.th
PROEN,บริษัท โปรเอ็น คอร์ป จำกัด (มหาชน),mai,เทคโนโลยี,-,"72 อาคาร กสท. โทรคมนาคม ชั้น 4,18 ถนนเจริญกรุง แขวงบางรัก เขตบางรัก กทม.",10500,"0-2690-3888, 0-2639-7888","0-2639-7892, 0-2691-1898",www.proen.co.th
PROS,บริษัท พรอสเพอร์ เอ็นจิเนียริ่ง จำกัด (มหาชน),mai,อสังหาริมทรัพย์และก่อสร้าง,-,เลขที่ 11 ซอยนาคนิวาส 20 ถนนนาคนิวาส แขวงลาดพร้าว เขตลาดพร้าว กทม.,10230,0-2514-3113,0-2514-3553,www.prosperengineering.co.th
PROSPECT,ทรัสต์เพื่อการลงทุนในสิทธิการเช่าอสังหาริมทรัพย์ พรอสเพค โลจิสติกส์และอินดัสเทรียล,SET,อสังหาริมทรัพย์และก่อสร้าง,กองทุนรวมอสังหาริมทรัพย์และกองทรัสต์เพื่อการลงทุนในอสังหาริมทรัพย์,เลขที่ 345 อาคาร 345 สุรวงศ์ ชั้น 7 ถนนสุรวงศ์ แขวงสุริยวงศ์ เขตบางรัก กทม.,10500,0-2697-3788,0-2697-3794,www.prospectreit.com
PROUD,บริษัท พราว เรียล เอสเตท จำกัด (มหาชน),mai,อสังหาริมทรัพย์และก่อสร้าง,-,เลขที่ 900 อาคารต้นสนทาวเวอร์ ชั้น 6 ถนนเพลินจิต แขวงลุมพินี เขตปทุมวัน กทม.,10330,0-2035-0999,0-2035-0998,www.proudrealestate.co.th
PSH,บริษัท พฤกษา โฮลดิ้ง จำกัด (มหาชน),SET,อสังหาริมทรัพย์และก่อสร้าง,พัฒนาอสังหาริมทรัพย์,เลขที่ 1177 อาคาร เพิร์ล แบงก์ค็อก ถนนพหลโยธิน แขวงพญาไท เขตพญาไท กทม.,10400,0-2080-1739,0-2080-1700,http://www.psh.co.th
PSL,บริษัท พรีเชียส ชิพปิ้ง จำกัด (มหาชน),SET,บริการ,ขนส่งและโลจิสติกส์,"เลขที่ 8 ชั้นที่ จี, 7, 8, และ 9 ถนนสาทรเหนือ แขวงสีลม เขตบางรัก กทม.",10500,0-2696-8800,"0-2236-7654, 0-2633-8460",www.preciousshipping.com
PSTC,บริษัท เพาเวอร์ โซลูชั่น เทคโนโลยี จำกัด (มหาชน),mai,ทรัพยากร,-,เลขที่ 389 อาคารพีเอสทีซี ถนน วิภาวดีรังสิต แขวง สามเสนใน เขตพญาไท กทม.,10400,0-2526-9999,0-2408-6235,http://www.pst.co.th
PT,บริษัท พรีเมียร์ เทคโนโลยี จำกัด (มหาชน),SET,เทคโนโลยี,เทคโนโลยีสารสนเทศและการสื่อสาร,"อาคารพรีเมียร์คอร์เปอเรทปาร์ค, 1 ซอยพรีเมียร์ 2 ถนนศรีนครินทร์ แขวงหนองบอน เขตประเวศ กทม.",10250,"0-2301-1000, 0-2301-1809",0-2398-2816,www.premier-technology.co.th
PTG,บริษัท พีทีจี เอ็นเนอยี จำกัด (มหาชน),SET,ทรัพยากร,พลังงานและสาธารณูปโภค,เลขที่ 90 อาคารซีดับเบิ้ลยู ทาวเวอร์ เอ ชั้นที่ 33 ถนนรัชดาภิเษก แขวงห้วยขวาง เขตห้วยขวาง กทม.,10310,"0-2168-3377, 0-2168-3388","0-2168-3379, 0-2168-3389",www.ptgenergy.co.th
PTL,บริษัท โพลีเพล็กซ์ (ประเทศไทย) จำกัด (มหาชน),SET,สินค้าอุตสาหกรรม,บรรจุภัณฑ์,"อาคารโอเชี่ยนทาวเวอร์ 2 ชั้น 18, 75/26 สุขุมวิท 19 (อโศก) แขวงคลองเตยเหนือ เขตวัฒนา กทม.",10110,0-2665-2706-8,0-2665-2705,www.polyplexthailand.com
PTT,บริษัท ปตท. จำกัด (มหาชน),SET,ทรัพยากร,พลังงานและสาธารณูปโภค,555 ถนนวิภาวดีรังสิต แขวงจตุจักร เขตจตุจักร กทม.,10900,0-2537-2000,0-2537-3498-9,http://www.pttplc.com
PTTEP,บริษัท ปตท. สำรวจและผลิตปิโตรเลียม จำกัด (มหาชน),SET,ทรัพยากร,พลังงานและสาธารณูปโภค,"ศูนย์เอนเนอร์ยี่คอมเพล็กซ์ อาคาร A ชั้นที่ 6, 19-36 เลขที่ 555/1 ถนนวิภาวดีรังสิต แขวงจตุจักร เขตจตุจักร กทม.",10900,0-2537-4000,0-2537-4444,www.pttep.com
PTTGC,บริษัท พีทีที โกลบอล เคมิคอล จำกัด (มหาชน),SET,สินค้าอุตสาหกรรม,ปิโตรเคมีและเคมีภัณฑ์,เลขที่ 555/1 ศูนย์เอนเนอร์ยี่คอมเพล็กซ์ อาคารเอ ชั้น 14-18 ถนนวิภาวดีรังสิต แขวงจตุจักร เขตจตุจักร กทม.,10900,0-2265-8400,0-2265-8500,www.pttgcgroup.com
PYLON,บริษัท ไพลอน จำกัด (มหาชน),SET,อสังหาริมทรัพย์และก่อสร้าง,บริการรับเหมาก่อสร้าง,252 อาคารเอสพีอี ทาวเวอร์ ชั้นที่ 14 ถนนพหลโยธิน แขวงสามเสนใน เขตพญาไท กทม.,10400,0-2615-1259,0-2615-1258,www.pylon.co.th
